Year,Department,Salary_Cost,Equipment_Cost,Maintenance_Cost,Utilities_Cost,Miscellaneous_Cost,Total_Cost
2021,Electrical,758116,334351,148347,60982,52499,1354295
2019,Civil,857339,389638,116189,63409,51478,1478053
2023,Computer Science,867429,472937,143477,98756,32382,1614981
2021,Computer Science,869514,452957,115489,68541,60128,1566629
2020,Computer Science,617903,499657,107284,53528,55583,1333955
2021,Civil,763571,260728,104698,86327,72241,1287565
2022,Computer Science,885139,355852,123660,96888,67126,1528665
2021,Computer Science,688377,333911,99637,74518,71080,1267523
2019,Computer Science,801474,367616,128024,74946,76799,1448859
2021,Computer Science,899966,468422,140405,82080,58692,1649565
2022,Electrical,709366,286214,141305,85705,62907,1285497
2020,Computer Science,663853,439007,113556,74556,37644,1328616
2023,Computer Science,785715,468153,149561,90906,64583,1558918
2021,Electrical,753405,295588,83654,87909,67069,1287625
2022,Electrical,652442,400025,120428,99873,75098,1347866
2022,Civil,830755,318408,118036,71775,45185,1384159
2020,Mechanical,609675,455976,124549,74041,70053,1334294
2019,Computer Science,689590,284103,145355,50835,71988,1241871
2021,Computer Science,893805,320949,142119,85747,40446,1483066
2022,Computer Science,664289,475877,126257,93285,53162,1412870
2020,Civil,617184,430336,95987,94884,44150,1282541
2023,Computer Science,756894,401228,100810,85192,71304,1415428
2022,Mechanical,807537,263423,100311,97335,59837,1328443
2020,Electrical,867411,288062,134478,66104,66003,1422058
2019,Civil,783719,423877,114920,64927,31387,1418830
2019,Electrical,898169,251987,88738,54521,42209,1335624
2022,Computer Science,721246,312979,142232,94086,30983,1301526
2022,Computer Science,732053,287597,85474,64280,77114,1246518
2021,Computer Science,749544,333905,139026,97544,62151,1382170
2020,Mechanical,750408,408940,146024,80753,51803,1437928
2022,Mechanical,756659,326970,130974,97948,49378,1361929
2021,Civil,837439,313805,104144,99605,37548,1392541
2021,Electrical,609665,369779,85622,53459,69621,1188146
2022,Computer Science,758169,461156,132273,79435,30775,1461808
2019,Computer Science,652474,397708,119214,78077,51365,1298838
2020,Computer Science,803045,307467,137993,51148,60707,1360360
2020,Computer Science,675911,478991,105223,99674,79887,1439686
2019,Mechanical,692643,357732,101865,87345,54137,1293722
2022,Electrical,892628,398079,143649,81036,51531,1566923
2020,Electrical,859383,351460,123026,99273,47870,1481012
2022,Civil,776682,476819,139207,70002,79547,1542257
2022,Mechanical,781879,457936,106866,98440,75738,1520859
2021,Computer Science,887979,384461,92416,89398,32001,1486255
2019,Electrical,826351,368105,105775,86490,74407,1461128
2022,Electrical,696453,374535,109080,55930,44756,1280754
2023,Mechanical,653790,259458,99374,63388,70830,1146840
2019,Civil,808032,318481,138451,69691,57863,1392518
2020,Civil,871787,324888,132599,53642,40046,1422962
2021,Computer Science,613200,326022,95684,69201,53652,1157759
2020,Civil,652275,422472,104002,57421,66956,1303126
2020,Electrical,752363,317628,102972,89815,43886,1306664
2019,Civil,691685,432929,146153,63554,50745,1385066
2020,Computer Science,872763,445439,126404,55588,69117,1569311
2022,Electrical,705454,417599,86309,73771,61823,1344956
2020,Civil,601766,320648,148326,75824,68948,1215512
2021,Civil,865693,266937,87826,98028,43322,1361806
2021,Mechanical,749765,418744,92134,59316,37794,1357753
2023,Computer Science,856356,492634,99693,92617,76169,1617469
2021,Civil,820172,251112,84054,92713,79895,1327946
2020,Mechanical,625301,416617,96090,95562,36162,1269732
2021,Electrical,644763,478348,95569,78234,78691,1375605
2019,Mechanical,751837,470089,112227,69786,46757,1450696
2021,Mechanical,607425,298355,86508,87100,35905,1115293
2022,Civil,875001,325561,96608,65329,58765,1421264
2019,Civil,783843,415154,104520,65698,75044,1444259
2023,Civil,859561,368181,110932,75327,68457,1482458
2022,Mechanical,641457,310482,99734,97609,49404,1198686
2020,Electrical,810813,329098,149363,66548,45380,1401202
2020,Computer Science,605452,392376,130555,89757,45508,1263648
2020,Mechanical,711153,372978,96257,68340,49676,1298404
2022,Civil,792543,306625,112194,53860,53260,1318482
2022,Computer Science,880444,453623,96793,69159,36897,1536916
2022,Electrical,601845,425957,114684,77865,31564,1251915
2019,Computer Science,719342,374359,133219,84536,79102,1390558
2019,Civil,837366,321246,82859,81755,43870,1367096
2020,Mechanical,839004,262588,119840,63743,44219,1329394
2021,Mechanical,794110,365910,139327,56226,46441,1402014
2020,Civil,848850,378658,114819,62718,49880,1454925
2023,Mechanical,814362,270967,121704,94656,40379,1342068
2019,Civil,847688,380153,146137,89389,32948,1496315
2022,Mechanical,634404,468512,140379,99934,59593,1402822
2019,Mechanical,622564,274256,104318,75530,65902,1142570
2022,Mechanical,697898,439420,143956,82908,47971,1412153
2023,Electrical,880371,406124,85274,99871,38969,1510609
2023,Electrical,695259,378121,98226,51650,50646,1273902
2019,Civil,724451,462044,123634,90653,33678,1434460
2022,Electrical,617215,468423,144501,97032,73508,1400679
2023,Civil,730577,439551,99046,83783,57519,1410476
2020,Computer Science,858392,330732,101910,97458,33343,1421835
2020,Computer Science,671074,441272,91503,91302,34014,1329165
2022,Electrical,708621,464697,128392,56292,35107,1393109
2019,Computer Science,779289,496277,141472,72737,74638,1564413
2023,Computer Science,706759,464212,125335,75551,67096,1438953
2019,Mechanical,728471,380145,102487,93543,67423,1372069
2020,Mechanical,883855,383578,116593,69504,68626,1522156
2023,Civil,648398,348120,89874,66371,68388,1221151
2019,Computer Science,863430,401781,134822,70810,71880,1542723
2021,Civil,765369,439607,133948,79036,62332,1480292
2022,Civil,708304,294840,83608,99162,69772,1255686
2022,Computer Science,704959,495512,134501,65547,64010,1464529
2021,Electrical,839317,362647,133912,77203,53399,1466478
2020,Computer Science,757557,441659,107546,59305,79232,1445299
2023,Mechanical,729745,309321,148203,58813,32661,1278743
2022,Computer Science,654583,484855,142496,50900,34798,1367632
2021,Electrical,724077,293202,135186,53747,30540,1236752
2021,Civil,711359,437660,122346,95024,52329,1418718
2020,Civil,627086,384162,85230,73245,55850,1225573
2020,Mechanical,747556,485873,105720,53103,49169,1441421
2019,Mechanical,799695,309231,123023,91286,33157,1356392
2022,Mechanical,704132,271552,117602,50073,67485,1210844
2019,Civil,659263,475743,147082,99402,35336,1416826
2021,Mechanical,749747,461299,95050,52497,37165,1395758
2023,Computer Science,660664,486369,131315,79577,57618,1415543
2023,Civil,777198,414813,132164,71012,72280,1467467
2020,Electrical,842730,271661,110134,58487,77496,1360508
2023,Civil,667804,422097,95640,99449,43754,1328744
2023,Computer Science,890232,387164,141671,80023,35209,1534299
2023,Computer Science,811087,416746,94284,74877,44490,1441484
2021,Mechanical,687893,381642,140526,95567,57601,1363229
2023,Civil,868113,393156,83423,56517,37645,1438854
2023,Civil,608981,315843,108577,94584,68508,1196493
2023,Civil,707154,441824,138900,96173,66922,1450973
2019,Electrical,886552,319278,147868,91012,65433,1510143
2021,Mechanical,755313,488350,86066,55615,36018,1421362
2020,Computer Science,782177,344328,137888,60468,56374,1381235
2019,Computer Science,792122,381837,88583,60879,35713,1359134
2022,Mechanical,603657,376355,118057,81955,75839,1255863
2021,Computer Science,883374,488340,102604,63078,60072,1597468
2021,Computer Science,813766,274198,106564,54590,51535,1300653
2022,Mechanical,684731,311201,141429,60910,61320,1259591
2022,Computer Science,773412,323271,108941,94895,57563,1358082
2022,Civil,767022,462810,135511,81976,78095,1525414
2020,Electrical,738939,428271,117962,71574,48962,1405708
2023,Mechanical,809614,392449,118573,90652,31026,1442314
2021,Electrical,604329,361578,105692,72716,34473,1178788
2023,Computer Science,898009,460905,138420,83430,34667,1615431
2023,Computer Science,798012,389108,115763,58199,57889,1418971
2022,Civil,637869,290364,125680,83436,56140,1193489
2020,Mechanical,797977,365227,86393,77740,46970,1374307
2019,Computer Science,683984,470977,113488,59477,45941,1373867
2020,Mechanical,701069,350353,101459,50160,59028,1262069
2023,Mechanical,848577,499043,92554,93358,63452,1596984
2020,Mechanical,718728,418515,117867,94205,52426,1401741
2022,Mechanical,625801,382735,125015,56460,33268,1223279
2019,Mechanical,818359,420316,85057,66401,45193,1435326
2022,Electrical,835637,439463,85305,85301,58066,1503772
2019,Civil,690709,327564,141276,72894,30658,1263101
2023,Mechanical,855560,466431,112740,87214,64064,1586009
2019,Electrical,843738,396149,104118,95927,64293,1504225
2019,Computer Science,807831,438921,86674,88322,73042,1494790
2019,Mechanical,616220,355447,122331,98036,69918,1261952
2020,Computer Science,875536,269631,95316,93277,37792,1371552
2020,Mechanical,882154,433724,96217,52918,36604,1501617
2023,Electrical,726951,448518,147541,96147,77821,1496978
2019,Electrical,748306,283500,94602,75629,68557,1270594
2021,Electrical,715795,400969,93987,66699,37420,1314870
2023,Civil,725223,308915,129915,96900,68521,1329474
2019,Computer Science,675205,418449,93543,57069,78312,1322578
2019,Civil,601082,457742,107944,91279,53018,1311065
2020,Mechanical,758566,352760,138241,89190,35108,1373865
2023,Computer Science,636719,276897,89144,54527,57150,1114437
2019,Electrical,648737,428352,118459,69099,35247,1299894
2019,Computer Science,707271,351639,119827,65622,38401,1282760
2023,Electrical,770608,363849,110741,76281,47007,1368486
2021,Civil,781676,361118,149734,89433,39997,1421958
2023,Civil,667839,307320,149741,89875,35261,1250036
2023,Electrical,782075,453664,149177,65531,34268,1484715
2021,Electrical,687745,475558,83543,55132,35984,1337962
2023,Mechanical,726298,318289,85591,79396,50926,1260500
2019,Civil,693709,281941,136395,93239,61862,1267146
2023,Civil,821798,480748,140434,91430,62458,1596868
2021,Mechanical,707252,395306,109055,77807,30010,1319430
2022,Civil,772855,325172,86116,89550,47144,1320837
2023,Electrical,814838,253376,135485,77196,55903,1336798
2020,Computer Science,820013,280783,146297,65993,31177,1344263
2019,Computer Science,874947,422321,82407,75958,56946,1512579
2019,Civil,780697,293025,111594,97358,39168,1321842
2020,Mechanical,718819,266447,146421,89513,32389,1253589
2020,Electrical,613698,466937,115411,88402,36364,1320812
2023,Computer Science,615376,266713,135444,95335,57033,1169901
2020,Electrical,875261,378869,106238,89028,78545,1527941
2022,Civil,836591,254858,121703,64945,41865,1319962
2021,Civil,648786,432187,115196,67569,48936,1312674
2020,Computer Science,713005,466080,92738,73379,42327,1387529
2020,Civil,818850,309834,95772,88877,62252,1375585
2022,Mechanical,762767,332060,145270,72825,65078,1378000
2019,Civil,692529,492995,103492,50915,33741,1373672
2019,Civil,841496,385611,134979,73848,70053,1505987
2023,Civil,700919,445055,130338,63669,54001,1393982
2022,Electrical,798382,399929,144551,59875,33839,1436576
2021,Electrical,809870,353898,116855,64853,70349,1415825
2021,Computer Science,669407,352207,86228,52425,49139,1209406
2022,Computer Science,673809,386436,148367,82440,76905,1367957
2021,Computer Science,879373,447057,100045,83193,55398,1565066
2019,Civil,642176,440241,104318,84555,55036,1326326
2021,Electrical,694825,336366,138458,85352,68005,1323006
2021,Mechanical,697555,402150,93795,87416,75272,1356188
2022,Civil,603145,418646,134524,66552,31740,1254607
2022,Civil,697289,250869,101747,83282,48508,1181695
2021,Civil,738874,485455,127373,86203,61611,1499516
2020,Mechanical,864407,312624,111560,87293,35291,1411175
2022,Computer Science,657788,421147,91282,69000,61109,1300326
2023,Mechanical,739227,343676,113831,80802,49481,1327017
2023,Computer Science,731994,253659,143073,60569,35247,1224542
2019,Mechanical,803303,417442,103043,75266,71613,1470667
2021,Electrical,751744,356888,145322,53204,51383,1358541
2020,Civil,769598,308185,132900,57765,74501,1342949
2019,Civil,673352,367136,100929,60696,55319,1257432
2021,Civil,826710,460993,115500,74928,69334,1547465
2022,Computer Science,769770,424823,81872,98910,53728,1429103
2023,Mechanical,885528,312758,117488,64679,63620,1444073
2020,Electrical,603512,465945,147505,83885,60442,1361289
2023,Mechanical,762572,386203,105460,84173,51310,1389718
2022,Civil,723775,382430,92155,94899,72521,1365780
2021,Electrical,678743,341150,91870,97865,51452,1261080
2022,Electrical,679858,438443,83717,88182,42137,1332337
2022,Civil,654800,463379,81374,89109,73636,1362298
2023,Mechanical,700364,460211,101826,54174,44905,1361480
2020,Civil,864531,397318,93427,67061,51773,1474110
2022,Mechanical,787232,267216,144442,91510,60024,1350424
2023,Electrical,804639,291209,114708,75395,47702,1333653
2020,Electrical,732871,292987,104271,50213,46505,1226847
2021,Civil,719095,358024,143572,84434,34254,1339379
2021,Electrical,635548,401649,96631,63276,79007,1276111
2019,Computer Science,690450,497598,99887,59085,38498,1385518
2023,Electrical,705669,292320,105259,95036,42174,1240458
2020,Computer Science,673071,261301,137987,78481,59422,1210262
2022,Electrical,712808,456123,129630,81276,59733,1439570
2021,Civil,678591,473410,99144,74597,31896,1357638
2020,Civil,824213,376560,129060,72244,75646,1477723
2023,Computer Science,866441,250891,135092,80601,68744,1401769
2019,Civil,709513,403044,100836,84029,33911,1331333
2021,Electrical,698752,300457,146904,71264,79105,1296482
2020,Electrical,736080,363389,124456,63890,38340,1326155
2020,Civil,817885,435507,116380,96312,47423,1513507
2020,Electrical,747892,270932,91569,92852,72350,1275595
2023,Mechanical,753325,254192,111182,97907,66672,1283278
2023,Mechanical,667156,266128,101649,71058,34876,1140867
2023,Electrical,842960,272836,107003,66121,71077,1359997
2022,Civil,660263,274837,96551,87964,30703,1150318
2020,Computer Science,699252,367028,103826,87352,68238,1325696
2021,Civil,718632,366481,104729,55021,36440,1281303
2023,Computer Science,616575,375176,131696,72614,61937,1257998
2023,Civil,874348,375172,83868,92950,32024,1458362
2020,Electrical,611952,272778,121274,95277,45751,1147032
2023,Mechanical,683323,293130,118718,93420,42730,1231321
2022,Civil,782214,266708,112353,52631,51380,1265286
2022,Computer Science,764944,357481,121682,56345,58972,1359424
2023,Mechanical,760448,405304,110653,90864,67113,1434382
2020,Computer Science,797156,438338,94141,97674,40149,1467458
2020,Electrical,742712,420484,91537,76844,68402,1399979
2020,Mechanical,888581,254782,110401,56300,47381,1357445
2019,Computer Science,727129,442268,107387,88612,79557,1444953
2023,Civil,854522,407387,86630,68560,62359,1479458
2020,Electrical,607903,260052,123461,55362,73808,1120586
2022,Electrical,814776,269521,124293,58097,30243,1296930
2021,Electrical,626863,450506,103070,55599,32414,1268452
2021,Civil,890692,463827,93416,75452,33856,1557243
2020,Civil,611467,319690,88629,97373,36263,1153422
2021,Mechanical,886045,285546,143444,54258,77953,1447246
2021,Civil,885445,460417,88360,75530,45799,1555551
2019,Mechanical,833614,407044,92011,56640,71392,1460701
2022,Electrical,669903,354713,120721,87056,42470,1274863
2022,Mechanical,619755,459131,116069,67261,43772,1305988
2019,Computer Science,864237,445457,133270,87827,57382,1588173
2019,Electrical,856094,352617,91227,65141,63909,1428988
2021,Electrical,885084,272030,119587,76752,34126,1387579
2023,Mechanical,775112,421448,141720,73548,49408,1461236
2021,Electrical,728714,466713,124550,85368,44863,1450208
2019,Civil,691544,493093,148305,65902,43584,1442428
2022,Computer Science,684437,339831,133651,77683,53391,1288993
2021,Mechanical,707001,327400,131332,68792,49840,1284365
2023,Mechanical,687725,490590,148881,87628,66965,1481789
2021,Electrical,710675,459484,148201,92933,55671,1466964
2020,Civil,694266,268055,104807,52334,68592,1188054
2021,Electrical,871380,480292,123552,50767,42097,1568088
2019,Electrical,815196,468580,137300,81644,48839,1551559
2022,Mechanical,734974,406565,106951,76992,74883,1400365
2022,Electrical,699656,324861,100264,79570,47774,1252125
2019,Computer Science,896508,371184,99121,61737,67693,1496243
2020,Electrical,707071,366524,130539,63372,79769,1347275
2019,Electrical,751168,366826,110311,76885,32469,1337659
