Year,Department,Faculty_Count,Student_Count,Lab_Count,Building_Area,Tuition_Income,Total_Cost
2021,IT,36,655,8,1273,1025957,5718948
2023,CIVIL,36,759,12,871,5993237,7323470
2020,AIDS,44,802,12,1149,4666631,8548053
2021,CSE,19,326,5,742,1440459,3147385
2020,EEE,32,522,9,937,4398596,5480953
2021,CIVIL,19,447,7,633,4464511,3943245
2023,AIDS,33,723,10,829,3687772,8740079
2022,MECH,33,650,12,791,3340876,6628403
2023,MECH,32,485,11,1376,3570740,6164036
2019,IT,29,714,9,1349,2119257,5658362
2021,AIDS,38,728,11,1118,5381205,7937018
2019,MECH,15,340,7,1444,1626763,3696859
2019,MECH,26,692,12,618,5923375,6471342
2020,ECE,20,378,7,548,1365384,4635380
2021,EEE,51,843,12,913,4459958,8207335
2019,IT,32,749,9,1155,4794479,5717069
2022,CIVIL,41,773,12,975,2524210,7152711
2019,MECH,29,441,10,999,3698409,5347798
2022,ECE,28,550,9,1075,5470516,5915491
2020,CSE,38,593,8,679,5318435,5579567
2019,CSE,17,435,5,1110,1270260,3651264
2023,CIVIL,36,783,11,1274,2223335,6645161
2020,AIDS,37,611,10,685,3058442,6287616
2022,IT,57,854,11,888,3521605,7720441
2020,ECE,19,345,6,1105,2302659,4453029
2019,EEE,22,535,10,1391,3174774,4820025
2021,ECE,16,347,6,656,1601213,3824522
2021,CSE,33,497,7,758,3769367,5098813
2022,CSE,19,383,5,1134,2021892,4180121
2022,CIVIL,43,842,12,696,2044981,7176303
2021,AIDS,21,460,9,628,2465794,5616652
2022,AIDS,36,727,12,542,5277578,8216174
2020,CIVIL,17,370,7,1327,1864106,3697880
2023,ECE,37,819,12,633,1993936,8048413
2023,CSE,15,351,5,1209,3951509,3923206
2020,ECE,23,344,7,1163,4685376,4037233
2023,ECE,32,592,9,1343,2937387,6021223
2019,IT,43,764,11,777,1130167,6207919
2020,CSE,33,849,10,1170,3486114,6125592
2022,AIDS,32,679,10,1139,3931149,7960833
2020,EEE,46,777,12,1411,1523058,7155314
2021,ECE,32,561,9,1295,5527430,6499790
2022,CSE,54,879,11,555,4359193,7871415
2021,ECE,32,478,9,706,5952951,6026581
2022,IT,31,656,8,1037,1214302,6084981
2023,MECH,33,718,12,1138,2088535,7283491
2020,CSE,20,500,7,946,5901156,5090584
2019,CIVIL,13,312,5,1154,2819710,3205688
2022,MECH,40,742,12,1198,2913399,7475234
2022,ECE,37,585,9,1150,4601257,7155546
2021,CIVIL,26,557,9,1384,3513856,4552788
2023,CIVIL,41,869,12,927,3309532,7450303
2021,CIVIL,38,847,12,849,5938316,7287252
2021,CSE,36,789,9,1046,2377912,6292841
2023,AIDS,41,797,12,1459,5434827,9031429
2019,ECE,31,632,10,977,1109615,5725593
2021,MECH,41,861,12,1237,5792101,7920467
2021,IT,14,331,4,663,5342351,4322836
2022,AIDS,23,342,7,666,4266283,5458097
2023,ECE,42,650,11,846,5731897,8303238
2020,CSE,30,633,9,1264,4221943,5715400
2019,CIVIL,47,858,12,893,2988041,6682978
2019,IT,25,569,8,589,1262372,4773282
2023,ECE,45,712,11,1357,1632152,7387676
2022,MECH,51,874,12,1386,2132120,8591024
2022,ECE,14,318,6,1348,3775986,4085231
2023,AIDS,25,646,10,709,4149707,7910994
2022,EEE,17,336,7,626,1046343,3559850
2019,AIDS,19,391,7,1267,3097891,4641534
2019,ECE,25,484,8,1160,4558502,4479758
2020,IT,15,327,4,731,2872825,3519635
2023,ECE,38,847,12,1111,4893270,8926200
2021,ECE,28,671,10,923,2956132,6244712
2021,CSE,43,829,11,1054,1037339,7055767
2020,MECH,26,644,12,1152,1210868,5406466
2020,IT,33,718,9,1427,4158913,5962007
2022,ECE,22,495,9,1244,4008498,5258032
2020,CIVIL,17,377,7,845,4289372,3836603
2020,MECH,22,466,10,1064,3202936,5345238
2021,AIDS,20,389,7,1103,4477625,5115845
2022,IT,25,563,8,1429,5136416,5457715
2020,AIDS,34,771,11,1052,2604817,6911683
2020,ECE,22,507,8,729,3641244,4847912
2022,AIDS,39,570,10,803,5653057,6866571
2023,AIDS,32,562,10,714,1242462,6532935
2022,CSE,46,805,10,1395,1586356,6773850
2021,AIDS,37,811,11,1221,2898352,8403626
2023,CIVIL,42,875,12,1031,2913292,7180442
2019,CIVIL,32,823,12,718,3096939,6101597
2022,MECH,25,611,12,1377,5317054,7184365
2021,ECE,30,473,9,540,2625569,5687248
2023,EEE,39,730,12,603,2736305,7404040
2022,AIDS,39,762,12,717,4714633,8135989
2020,AIDS,24,400,8,1458,4466187,5302102
2022,IT,20,315,5,1195,4423189,4566949
2019,CSE,33,557,7,1215,2891117,5188465
2022,EEE,24,543,9,1182,5698165,6090266
2023,MECH,35,647,12,805,5091550,7625786
2023,EEE,35,548,10,1226,5961746,7378828
2022,AIDS,14,404,7,1260,4117164,5708264
2023,IT,38,586,8,626,3662679,6424365
2020,ECE,21,468,8,1230,5474530,4721762
2022,CSE,44,719,10,736,3501447,6414282
2020,ECE,21,346,7,1415,5524235,4160117
2020,MECH,19,342,8,688,4295540,3995338
2021,EEE,43,620,12,1283,3211449,6175686
2022,MECH,24,520,10,978,3634255,6053126
2023,AIDS,39,812,12,942,4997337,8972504
2020,MECH,31,740,12,1488,5509014,7184322
2021,ECE,20,443,8,1060,5879577,5240031
2022,IT,15,327,5,1347,1130134,3875616
2022,MECH,56,852,12,1350,2853470,8409998
2019,CIVIL,21,466,9,568,5706403,4481324
2019,IT,35,885,11,1002,3001562,6350768
2020,EEE,27,548,10,521,5135715,5057152
2019,CSE,30,656,9,1144,5338158,5109301
2020,CSE,19,410,5,892,3969193,3449189
2023,AIDS,27,533,9,920,4414486,6436161
2020,AIDS,14,323,6,547,4015397,3635740
2019,CIVIL,18,325,6,1207,1947714,3489390
2023,EEE,30,680,11,636,1066269,6448348
2019,ECE,36,645,10,1213,1800376,6117456
2020,CSE,37,677,8,765,4595935,5534837
2021,CSE,39,821,10,1489,3098958,6812543
2022,CSE,17,316,4,1109,3468170,3228488
2019,ECE,28,544,9,994,5234430,4957551
2020,CSE,40,838,11,729,4179520,7126212
2023,MECH,47,882,12,1347,3729418,8944161
2019,EEE,22,501,9,1223,5544132,4592339
2019,IT,27,547,7,778,3413657,4738648
2022,IT,26,417,6,1174,4706338,5111841
2020,CIVIL,12,308,6,1212,2715844,3317390
2021,MECH,37,897,12,1057,1064627,7966916
2023,CSE,13,322,5,1211,1776264,4109689
2020,CSE,25,539,7,1434,3511570,4737263
2023,AIDS,44,884,12,1252,3713668,9049910
2019,AIDS,19,326,6,1124,3943467,3870186
2022,CIVIL,27,380,7,1167,5707533,4349471
2022,CSE,60,895,12,652,1301806,7487389
2021,CIVIL,19,498,7,1007,4709866,4327345
2022,MECH,47,854,12,1123,1916035,7784926
2019,IT,26,391,6,1289,1241322,4138843
2021,CSE,17,383,5,1442,1124825,3444881
2020,EEE,35,599,10,1397,2346117,5679959
2022,ECE,29,595,10,637,3586842,5901480
2021,MECH,36,753,12,873,1137733,7063247
2019,CSE,25,580,8,1014,5382405,5118542
2023,ECE,23,358,7,1347,2550323,5040247
2023,EEE,31,641,10,1495,2336663,7100861
2019,AIDS,48,764,12,833,1034487,7457283
2019,CIVIL,40,641,10,524,4744785,5118065
2023,AIDS,16,361,7,983,4214751,5135285
2021,IT,35,728,10,808,3954964,6161895
2023,AIDS,31,555,9,1464,2831839,6763748
2019,CSE,24,646,8,952,2136365,5048590
2022,EEE,53,825,12,1323,5299070,8855035
2020,AIDS,27,603,11,1365,4896845,6397316
2022,CSE,29,544,7,1026,3926355,5345528
2022,IT,32,711,9,1329,1781321,6305963
2019,ECE,27,516,8,900,3392210,4895861
2023,EEE,33,815,12,832,4854068,8511273
2021,AIDS,30,773,11,1195,4977660,8251604
2022,CIVIL,14,335,6,514,1165957,3767308
2023,CIVIL,30,477,8,1017,1480150,4473792
2021,EEE,42,686,12,637,4699940,7418718
2022,CIVIL,17,316,6,877,1786750,3496328
2021,AIDS,17,347,6,820,4878785,5288400
2023,AIDS,22,361,8,691,4244286,4875484
2020,EEE,19,368,6,1053,5858190,4280149
2023,AIDS,29,665,11,1097,1764947,7190245
2019,ECE,26,461,9,1391,2478953,4988493
2021,CSE,36,787,10,1040,4671060,7154621
2020,IT,32,730,10,553,3098113,5416344
2021,ECE,37,788,11,599,5690389,8034658
2021,ECE,25,529,9,531,2416540,5099536
2022,CIVIL,30,669,11,766,4328766,6100828
2019,CSE,21,477,7,812,3376269,4499461
2021,EEE,34,709,11,1492,5696855,6420765
2023,CIVIL,54,867,12,775,3617196,8176783
2023,CSE,46,889,11,1329,2999926,8655501
2022,AIDS,37,569,10,1510,3329602,7358028
2019,EEE,31,505,9,1051,4990962,5225319
2019,EEE,16,381,7,1490,1179685,3895249
2023,CIVIL,26,492,8,1149,3972890,4853680
2020,AIDS,22,488,10,1332,5993840,6443997
2022,CIVIL,25,575,9,1063,5100756,5890056
2022,MECH,19,373,8,967,1907495,4532474
2023,CSE,16,309,5,1114,3402002,4268711
2023,MECH,29,515,11,733,2345246,6655235
2020,CSE,30,589,8,603,1755495,4894468
2020,IT,43,744,10,794,5859027,6831930
2019,ECE,38,851,12,686,4726754,7051545
2022,EEE,21,492,10,1305,3176943,4833329
2022,CIVIL,32,588,10,1245,4517287,5549314
2023,IT,40,882,12,1146,5916919,8448075
2019,IT,18,443,6,756,5893877,4585833
2022,EEE,45,688,12,874,4777745,7784965
2019,EEE,34,706,12,862,4747664,6399627
2019,CSE,35,669,8,1379,3748359,5822145
2023,MECH,35,740,12,949,4933695,7745822
2019,AIDS,36,863,12,923,5314077,8176782
2020,CSE,36,828,10,1117,4108826,6836475
2020,AIDS,15,312,6,583,5163497,4894944
2021,IT,29,639,8,970,2597451,5554644
2023,AIDS,41,611,11,1097,3458579,7210333
2021,MECH,15,403,9,899,1307687,4555776
2020,CSE,32,638,9,526,1944077,5527830
2021,EEE,28,497,10,554,5906926,5665159
2023,MECH,29,599,11,549,2443480,5937555
2023,ECE,41,743,12,930,2162200,8322021
2019,MECH,36,658,12,757,1869947,6087406
2022,ECE,30,667,10,575,3915387,7251121
2019,CSE,26,468,7,1001,3768666,4189727
2023,EEE,29,448,8,1116,5836522,6336004
2020,MECH,19,341,8,829,1758347,4318593
2020,ECE,24,501,8,761,5930323,5226607
2019,EEE,26,543,10,978,4151514,4870925
2023,CIVIL,34,763,11,576,2250313,6788439
2020,CIVIL,32,748,12,1295,5813042,6396302
2023,CIVIL,37,736,10,633,5089009,6957706
2020,AIDS,34,830,12,603,2075715,7072844
2023,MECH,37,864,12,1112,1742614,8754425
2021,CSE,56,896,12,597,3911577,8113297
2023,CSE,40,572,9,739,2352768,6169490
2023,AIDS,39,729,11,997,5600604,8628851
2019,CSE,28,512,7,1324,1869528,4729259
2021,ECE,23,403,8,1130,1940071,5105600
2022,CIVIL,27,491,9,1391,1543769,4488848
2019,MECH,40,679,12,823,2408272,5757833
2022,CSE,18,380,5,1089,4157150,3740128
2020,CSE,55,848,12,1464,4372807,7050201
2022,IT,29,676,9,998,4725312,6327393
2023,IT,21,453,7,1348,5976718,5631565
2022,IT,40,870,11,542,3673140,7626946
2019,MECH,29,539,11,1301,3635226,5445024
2019,CIVIL,43,673,11,715,4794274,5801612
2022,EEE,32,503,9,1435,5772987,6647584
2019,CIVIL,34,649,10,737,2273818,4715112
2019,CIVIL,18,442,8,1287,3971047,3918892
2022,MECH,30,488,11,1019,2899771,5636874
2021,ECE,32,571,9,1441,4089921,6642731
2021,ECE,38,831,12,1311,2136349,7939042
2020,MECH,24,599,11,1140,3723516,6010694
2019,IT,39,725,9,1093,1191994,5763181
2022,CSE,16,345,4,1065,3132453,3307199
2019,AIDS,16,394,6,1260,4383773,4620663
2023,AIDS,22,363,8,1196,3813510,6191992
2019,EEE,39,712,12,1033,3213734,6043661
2019,CSE,11,308,5,688,3905319,2999271
2021,EEE,38,758,12,591,3721784,7347308
2022,IT,31,708,9,939,3442781,6251183
2019,EEE,30,769,11,582,4084460,6516923
2021,CSE,38,805,10,1175,3788119,7299640
2020,CSE,14,372,5,1000,5178387,3936505
2021,AIDS,22,383,8,1192,3010587,5301045
2021,ECE,18,358,6,1053,5974519,5088076
2021,IT,18,320,5,582,3210514,3017783
2019,MECH,52,757,12,1430,2744880,7282283
2019,EEE,30,456,9,1300,1825740,4941151
2020,AIDS,28,628,11,1209,3022479,6844242
2023,EEE,58,872,12,572,5557495,9649811
2023,EEE,38,875,12,1422,3255374,8321282
2023,MECH,24,502,11,1115,1905751,5397251
2020,IT,20,405,6,980,2172056,4169828
2023,CSE,23,421,6,1163,5263432,5074778
2023,CIVIL,28,617,10,758,4081179,6229758
2021,EEE,24,481,9,948,2392173,5359144
2019,CIVIL,28,615,10,1223,4793501,5052068
2019,IT,41,705,10,1261,1101051,5831060
2021,CIVIL,17,369,7,820,1991370,3944679
2021,EEE,27,459,9,828,2479056,4550175
2021,MECH,24,539,11,730,5678273,6133416
2019,CIVIL,37,822,12,1360,2491380,6444216
2023,IT,20,437,6,879,4949967,4457822
2021,IT,49,794,10,731,4826800,7250309
2020,ECE,31,546,9,559,5951689,5763728
2021,ECE,47,842,12,1313,4077571,8163540
2022,MECH,34,823,12,979,1972330,7790643
2021,CIVIL,29,542,10,628,3344048,4822114
2019,CIVIL,31,635,11,594,4498683,4710138
2021,ECE,46,721,12,777,4409017,7137423
2022,CSE,28,493,7,1098,2005003,4731910
2020,AIDS,35,607,10,1234,2710178,6032895
2023,IT,32,805,10,1011,5913669,7076834
2021,CSE,27,580,8,1145,2536151,5489437
2022,IT,32,738,9,1351,1205705,6631516
2022,CSE,30,782,9,1117,5504300,7345990
2020,ECE,25,522,9,1279,5550774,5916528
2019,ECE,17,416,6,1180,2733330,4579994
2021,AIDS,23,491,8,685,2753893,5316119
2022,CSE,41,815,11,1321,2787848,7766393
2020,IT,56,829,11,605,5259657,6820496
2023,CIVIL,39,606,10,1150,2596744,5737568
2022,IT,51,831,12,1501,1521321,7528981
2020,EEE,25,421,8,866,1472293,4364977
2019,ECE,46,891,12,803,4862704,7428795
2019,MECH,20,453,11,805,4542954,5157642
2022,MECH,38,836,12,776,3019590,8296574
2022,ECE,42,751,12,1365,2788361,8338346
2021,EEE,26,468,9,983,2875661,5430140
2020,MECH,14,358,8,1262,3345368,4691793
2022,ECE,37,600,10,1134,2998235,6802255
2021,MECH,52,852,12,1451,5217651,9009298
2021,ECE,48,849,12,1052,4607542,8191546
2022,AIDS,19,416,8,1069,4552104,5520605
2019,CIVIL,30,426,8,544,1989950,3595666
2020,CIVIL,41,704,11,694,1671118,5849330
2020,IT,34,698,9,1278,2729543,5369531
2019,EEE,42,814,12,541,4970673,6960727
2022,ECE,47,797,12,864,5048388,8838966
2020,CSE,56,827,10,1153,5918747,7586538
2022,IT,34,697,9,1056,4094648,6372043
2022,IT,31,564,7,1259,5129069,5895589
2021,ECE,34,562,9,737,2689571,6015390
2019,ECE,28,697,10,861,1107376,6065514
2022,IT,47,826,11,554,4100737,7640320
2023,IT,46,735,10,897,1171550,7391784
2019,CIVIL,32,659,11,1082,1345896,4794576
2020,CSE,16,428,5,743,1860210,3712837
2021,IT,25,540,8,691,1129682,4300752
2020,CIVIL,26,521,8,623,3477662,4114052
2020,IT,31,513,7,815,2711432,4426535
2019,MECH,46,891,12,649,3576770,7026507
2020,IT,20,434,6,856,4400432,4355569
2022,ECE,43,685,11,693,1948716,7411344
2020,EEE,30,602,10,926,5986623,6451270
2021,EEE,25,586,10,1494,3083761,6083450
2021,IT,36,861,11,1107,1144512,7192583
2023,AIDS,30,488,8,1241,3749493,6717485
2021,MECH,33,596,12,1165,4520597,6000314
2020,CSE,38,825,10,901,4698387,7175847
2021,IT,35,688,9,1025,4034380,6638577
2019,CSE,41,758,10,557,2378599,6148404
2021,MECH,23,560,12,990,4109288,6216484
2022,IT,27,412,6,625,5397768,4812788
2019,AIDS,17,335,6,1077,4156348,4696424
2023,CIVIL,25,378,7,567,4449014,4718691
2022,AIDS,39,574,9,1064,1041503,6858388
2020,ECE,25,577,9,1297,1950364,5037899
2020,AIDS,33,611,9,699,1155582,6285244
2020,CIVIL,41,828,12,969,5193459,6600628
2022,ECE,22,503,8,1356,3199989,6076673
2022,CIVIL,14,316,6,692,2543128,3581824
2022,EEE,53,775,12,1453,2747272,7883046
2019,CIVIL,44,810,12,980,5870486,6331981
2019,IT,21,509,7,1249,1334547,3989013
2020,CSE,32,798,10,679,3657442,6319931
2021,EEE,31,701,11,937,5675437,6187945
2020,EEE,47,728,12,1312,4418461,6888395
2023,CSE,19,377,5,608,3748780,4411703
2019,EEE,51,867,12,1500,4966990,7543194
2022,CIVIL,23,379,8,773,5723219,5030525
2019,AIDS,34,605,10,1147,3485190,6359622
2022,MECH,16,357,8,659,3215311,5097492
2023,CIVIL,39,829,12,945,4404851,7647346
2023,ECE,34,507,9,1200,1373590,5454365
2019,ECE,37,810,11,943,5129236,7109444
2022,AIDS,18,434,7,1086,3819392,5689998
2023,AIDS,33,821,12,1127,5875118,9728525
2020,EEE,45,880,12,1460,2503598,7359961
2020,IT,22,382,6,1043,2120210,3842342
2022,IT,17,343,5,839,5173637,4421106
2019,EEE,34,782,12,1276,2474021,5976985
2023,EEE,38,792,12,1192,1364255,7696903
2019,CSE,33,798,10,1411,3380637,5847822
2020,CSE,13,317,4,945,3091901,3229145
2023,MECH,29,593,12,1117,4947535,7352152
2019,MECH,25,447,10,1479,1095642,4765628
2021,MECH,43,771,12,1370,3018577,7065243
2022,MECH,22,471,11,632,5637260,5357505
2022,AIDS,40,862,12,819,5975885,9711710
2021,AIDS,57,830,12,1184,3209738,9214099
2020,CSE,25,419,6,856,3182193,4026539
2023,IT,14,365,5,755,3203098,4201163
2022,EEE,25,440,8,1456,2875728,5333597
2021,ECE,45,745,12,785,2582459,7773730
2021,IT,37,805,10,944,1085623,6602158
2020,CIVIL,24,488,8,1079,3560386,4802010
2020,AIDS,20,457,9,1215,2062494,4996896
2019,MECH,30,545,11,1223,1128660,4886594
2022,MECH,21,332,9,1089,1277957,4703783
2019,CIVIL,29,660,11,759,2083575,5058356
2021,IT,29,629,8,993,3155267,5814484
2023,MECH,50,811,12,614,1743061,8920051
2023,IT,24,370,6,835,4842252,4593351
2020,EEE,42,612,11,1104,2782713,5698660
2023,CIVIL,19,378,6,931,2157291,3638572
2023,ECE,23,468,8,1085,2401053,5042927
2023,IT,24,479,7,933,4876007,5631112
2021,EEE,30,559,10,515,5476147,5388205
2023,IT,42,785,11,1505,4288281,8227767
2023,IT,11,304,4,964,2512503,3130234
2023,MECH,28,596,12,1307,3783846,7361247
2019,CSE,33,659,9,1318,5646772,6086367
2021,AIDS,25,416,9,1100,1643238,5344423
2020,IT,30,656,9,1010,5595853,5531357
2019,IT,45,738,10,601,1065625,6253751
2022,IT,37,630,8,914,1398706,6285979
2021,CSE,52,824,11,809,2419479,6990041
2021,EEE,24,487,9,1432,4001978,5783463
2022,ECE,37,580,10,792,1098163,5732559
2022,ECE,44,810,12,713,1693106,7283170
2022,CIVIL,31,765,12,1279,5492440,7394701
2020,MECH,17,414,8,590,3711153,4201293
2023,CSE,24,535,8,537,5872287,5627089
2021,EEE,26,637,10,1357,4660485,5998212
2023,IT,44,821,11,1210,3712911,8221012
2023,EEE,24,498,9,644,5441602,6482229
2022,CSE,14,349,4,596,2179246,3710180
2020,CSE,21,441,7,714,5677139,4449521
2019,CSE,46,827,11,543,3980722,6998783
2020,CIVIL,43,813,12,894,5375953,6711293
2023,AIDS,13,329,6,1076,5310709,4753190
2020,MECH,21,381,9,1091,3401610,4591869
2022,CIVIL,15,330,6,920,4290338,4199454
2019,CIVIL,29,632,11,739,2116475,4484190
2022,AIDS,21,476,9,1111,5390622,6530073
2019,CIVIL,39,669,10,581,2338228,5123558
2023,CSE,40,846,12,878,2903651,7249039
2019,CSE,48,834,12,776,3819499,6836845
2019,EEE,25,405,8,1165,1245571,3889034
2019,IT,17,396,5,570,3400705,3850575
2020,CIVIL,30,529,10,1365,1771883,4594800
2020,IT,26,526,8,1502,3636620,5452528
2023,MECH,37,670,12,1485,1405593,6919655
2019,ECE,22,399,7,1199,4975708,4730523
2021,CSE,39,744,9,1494,5845743,6888050
2023,EEE,45,767,12,1138,3221475,7395242
2019,MECH,18,354,8,1209,2627867,4442152
2019,EEE,32,494,8,1450,1183172,4830187
2020,ECE,39,819,12,1424,1948189,7186717
2023,ECE,40,723,12,906,5815241,7943697
2019,AIDS,40,614,12,757,5408585,7110719
2019,CSE,27,427,6,785,4719671,4665166
2023,MECH,19,331,8,852,5382479,4724669
2021,AIDS,20,392,8,1444,5576187,5214048
2023,ECE,34,818,12,888,1625689,7736801
2023,MECH,25,557,11,1319,4941817,6453567
2021,EEE,29,519,9,1358,1116585,4699765
2023,AIDS,17,405,7,630,2291293,4619330
2019,AIDS,45,847,12,573,1702959,8044342
2023,CSE,36,715,9,674,1554846,6822064
2021,IT,45,856,11,643,5944869,7178495
2022,EEE,31,608,11,1248,3845886,6119942
2023,EEE,31,665,11,1119,3229434,6369071
2020,AIDS,36,820,11,827,3301818,7722480
2019,AIDS,39,758,11,1032,5047216,7347265
2019,CSE,50,898,12,1452,4582248,7504102
2020,IT,35,669,9,778,5554683,6460932
2020,EEE,41,630,11,1258,2518791,5691186
2023,ECE,16,310,6,793,3362139,4360585
2020,CIVIL,37,806,12,935,3832383,5786883
2022,CIVIL,41,718,11,1410,2141839,6162284
2021,IT,19,421,6,1035,5902334,4819432
2020,MECH,21,534,12,650,2776116,5514221
2020,CSE,32,630,8,1321,2527572,5260953
2022,IT,44,842,12,1223,3180216,7628141
2019,CIVIL,33,647,10,1210,2875436,5485862
2019,AIDS,33,711,11,1500,2946932,6708427
2023,CIVIL,29,523,10,984,2382255,4877164
2022,AIDS,23,452,8,1413,4917372,6140330
2021,CSE,32,511,7,1146,4835143,5298843
2021,AIDS,17,391,7,1036,1444403,4448941
2022,IT,31,630,9,1390,3001345,6073305
2021,AIDS,43,766,12,904,1825640,8409403
2019,MECH,57,853,12,1027,2363080,7133814
2021,IT,25,527,8,1048,2155790,4336788
2021,CSE,30,493,7,722,4321738,5325631
2022,IT,38,829,10,1413,3607287,7463252
2022,MECH,23,542,11,1023,5151615,6692742
2021,CSE,43,688,10,1316,4741247,6296883
2020,CIVIL,22,575,9,776,1472389,4359605
2022,MECH,38,749,12,857,4924772,7312460
2023,CSE,46,886,12,555,2941272,8590912
2023,ECE,39,873,12,750,4126129,8891646
2019,AIDS,38,777,11,775,3102038,6774789
2021,IT,37,779,10,823,5722363,6766179
2020,CSE,31,587,8,914,2480464,4749934
2019,IT,39,839,10,1513,2357406,5760740
2021,AIDS,33,629,10,773,1604918,6070292
2022,CSE,50,769,10,991,2355485,7606667
2023,CIVIL,35,833,12,1266,3452391,7147432
2020,ECE,42,766,12,621,5874151,7590783
2023,ECE,32,719,10,761,2518903,6875480
2022,MECH,20,421,10,811,4753780,5019461
2021,CSE,29,607,8,854,3751970,5312326
2022,AIDS,44,633,11,959,1487849,7897788
2022,CSE,33,719,10,552,3798450,6800603
2023,IT,41,625,9,1332,1414481,5854224
2020,EEE,52,872,12,1372,2851926,7574712
2022,CSE,26,549,8,556,2088921,5436674
2023,ECE,27,394,7,1229,2513058,4902811
2020,ECE,40,595,11,1116,2712412,6568358
2021,ECE,22,483,9,729,1302899,4581290
2021,CIVIL,29,559,9,766,2845869,4728094
2019,CSE,25,485,7,646,2511469,4013477
2023,MECH,41,708,12,744,5388286,7509860
2020,CSE,15,368,5,1324,4568783,3950927
2022,EEE,10,307,6,1219,4400216,3936973
2021,ECE,28,564,10,1088,3413649,5933746
2020,IT,49,783,11,1488,5213071,6590377
2023,ECE,29,670,10,551,5952772,6872495
2019,CSE,20,382,6,662,5843866,3644992
2021,CIVIL,29,510,9,1012,2188216,4968224
2020,AIDS,34,612,9,616,3008225,5933206
2020,CSE,31,636,8,767,5615375,5239178
2020,CSE,45,789,11,919,3202518,6164078
2023,MECH,41,702,12,1001,2903391,7779207
2023,CIVIL,26,490,9,1467,3448874,4949973
2023,EEE,28,634,10,970,2728403,6003548
2022,AIDS,55,821,12,1044,1323356,9318127
2020,ECE,18,386,7,1098,1941124,3886994
2021,IT,60,878,12,1042,2034891,7262346
2023,CSE,26,361,6,876,1362606,4611527
2023,EEE,39,686,12,615,5451876,7618189
2020,AIDS,28,445,8,1424,4788368,5214607
2023,IT,23,452,6,1172,5254303,5090509
2022,EEE,37,648,10,1202,5842550,7541571
2022,CIVIL,25,477,9,1412,3780734,4848823
2023,CIVIL,42,786,12,1114,4543563,6986855
2020,AIDS,26,546,9,1110,1207111,5198427
2020,ECE,38,553,9,1051,3391583,5417630
2020,IT,38,799,10,1027,3347475,6016906
2019,CIVIL,57,840,12,905,5777520,7395294
2023,AIDS,45,651,12,875,2493950,8574435
2020,CIVIL,39,811,11,1447,1020428,6030685
2022,CIVIL,20,312,6,1338,1756834,3585273
2021,EEE,35,858,12,1129,4271334,7021625
2021,EEE,19,450,8,623,5998868,4622604
2020,CIVIL,22,349,7,1228,2391814,3328306
2021,MECH,32,514,11,1475,4326709,6305466
2021,EEE,43,671,11,856,1391742,6879323
2019,IT,23,412,7,581,1664257,4113693
2022,AIDS,27,551,9,645,2463105,6088535
2022,AIDS,35,640,10,1452,5697446,7566241
2019,ECE,15,352,6,1474,4083053,4069876
2019,IT,29,429,6,1289,4573519,4297857
2021,IT,21,492,7,1371,1199257,4704987
2023,IT,51,890,12,1495,4392783,8458209
2021,ECE,16,356,6,1096,2746516,4647503
2019,IT,20,396,6,1478,5521254,4404643
2022,CSE,23,497,7,889,1559498,5271695
2021,ECE,24,446,8,998,3301399,5528600
2023,AIDS,49,874,12,642,5150289,10333363
2021,CSE,47,876,12,555,2557552,7550739
2020,ECE,25,594,10,1292,1610150,6066575
2021,CIVIL,16,311,6,815,4442411,3853582
2019,CIVIL,41,632,12,618,4986987,6004043
2022,AIDS,24,519,9,1065,3409465,6307332
2022,CIVIL,31,697,11,738,3985580,5810523
2019,IT,44,641,10,754,3574639,5991091
2020,ECE,36,811,12,913,1608980,6672216
2019,CSE,21,471,7,661,3851727,4238907
2021,IT,51,767,11,1051,5858671,7556211
2019,CIVIL,22,465,8,1144,5899789,3875908
2019,EEE,28,469,9,1305,1584498,4711257
